-38.708;-41.610;-30.406
-38.601;-41.703;-30.504
-38.655;-41.702;-30.409
-38.609;-41.760;-30.414
-38.610;-41.712;-30.463
-38.617;-41.722;-30.422
-38.656;-41.602;-30.511
-38.607;-41.669;-30.512
-38.620;-41.624;-30.523
-38.654;-41.664;-30.451
-38.662;-41.665;-30.417
-38.662;-41.613;-30.470
-38.675;-41.624;-30.427
-38.618;-41.672;-30.473
-38.635;-41.681;-30.430
-38.637;-41.631;-30.480
-38.641;-41.639;-30.439
-38.507;-41.916;-30.415
-38.550;-41.851;-30.402
-38.555;-41.822;-30.461
-38.564;-41.816;-30.417
-38.521;-41.873;-30.424
-38.537;-41.832;-30.430
-38.480;-41.927;-30.428
-38.494;-41.888;-30.437
-38.561;-41.770;-30.470
-38.579;-41.776;-30.427
-38.579;-41.729;-30.475
-38.590;-41.740;-30.435
-38.549;-41.798;-30.439
-38.547;-41.742;-30.490
-38.592;-41.691;-30.488
-38.811;-42.003;-29.801
-38.812;-42.016;-29.770
-38.807;-41.810;-30.009
-38.808;-41.613;-30.217
-38.906;-41.660;-30.011
-38.904;-41.608;-30.060
-38.915;-41.621;-30.018
-38.806;-41.712;-30.112
-38.855;-41.753;-30.008
-38.860;-41.716;-30.013
-38.807;-41.765;-30.060
-38.817;-41.770;-30.020
-38.818;-41.722;-30.071
-38.834;-41.727;-30.030
-38.862;-41.654;-30.104
-38.851;-41.609;-30.154
-38.860;-41.616;-30.118
-38.811;-41.661;-30.162
-38.820;-41.670;-30.122
-38.819;-41.623;-30.174
-38.834;-41.629;-30.131
-38.860;-41.665;-30.067
-38.873;-41.675;-30.025
-38.873;-41.625;-30.075
-38.889;-41.633;-30.034
-38.832;-41.680;-30.081
-38.843;-41.689;-30.045
-38.844;-41.637;-30.093
-39.002;-41.605;-29.904
-39.056;-41.606;-29.808
-39.010;-41.656;-29.857
-39.008;-41.662;-29.818
-39.010;-41.619;-29.864
-39.023;-41.625;-29.825
-39.010;-41.717;-29.760
-39.063;-41.616;-29.768
-39.022;-41.673;-29.772
-39.037;-41.633;-29.781
-39.048;-41.637;-29.743
-38.909;-41.816;-29.819
-38.856;-41.909;-29.812
-38.808;-41.953;-29.855
-38.812;-41.969;-29.819
-38.812;-41.917;-29.869
-38.826;-41.927;-29.825
-38.853;-41.803;-29.951
-38.857;-41.814;-29.911
-38.808;-41.870;-29.959
-38.814;-41.869;-29.919
-38.815;-41.818;-29.970
-38.830;-41.828;-29.930
-38.857;-41.860;-29.864
-38.867;-41.872;-29.822
-38.870;-41.822;-29.873
-38.885;-41.831;-29.829
-38.828;-41.878;-29.877
-38.842;-41.886;-29.832
-38.846;-41.838;-29.885
-38.901;-41.909;-29.770
-38.955;-41.810;-29.761
-38.910;-41.867;-29.762
-38.922;-41.824;-29.775
-38.859;-41.958;-29.757
-38.866;-41.918;-29.769
-38.827;-41.976;-29.775
-38.841;-41.935;-29.783
-38.842;-41.949;-29.740
-38.884;-41.879;-29.779
-38.894;-41.843;-29.788
-38.905;-41.714;-29.954
-38.913;-41.717;-29.921
-38.953;-41.754;-29.815
-38.958;-41.712;-29.862
-38.966;-41.720;-29.818
-38.911;-41.765;-29.869
-38.925;-41.774;-29.824
-38.927;-41.725;-29.876
-38.939;-41.734;-29.836
-38.958;-41.664;-29.910
-38.955;-41.617;-29.962
-38.967;-41.622;-29.923
-38.913;-41.668;-29.967
-38.927;-41.676;-29.927
-38.929;-41.628;-29.976
-38.942;-41.639;-29.936
-38.965;-41.672;-29.871
-38.982;-41.679;-29.828
-38.985;-41.629;-29.879
-38.993;-41.638;-29.839
-38.939;-41.686;-29.887
-38.945;-41.696;-29.847
-38.861;-41.764;-29.964
-38.872;-41.772;-29.924
-38.874;-41.724;-29.974
-38.886;-41.730;-29.928
-38.832;-41.777;-29.979
-38.842;-41.788;-29.937
-38.845;-41.737;-29.988
-38.888;-41.782;-29.878
-38.896;-41.796;-29.840
-38.892;-41.743;-29.895
-38.889;-41.682;-29.980
-38.895;-41.699;-29.942
-38.897;-41.649;-29.997
-38.967;-41.768;-29.771
-38.981;-41.727;-29.779
-38.940;-41.785;-29.784
-38.948;-41.791;-29.746
-38.994;-41.688;-29.787
-38.615;-42.123;-30.057
-38.610;-42.117;-30.013
-38.611;-42.004;-30.152
-38.610;-42.016;-30.114
-38.652;-42.051;-30.007
-38.661;-42.020;-30.021
-38.609;-42.066;-30.061
-38.621;-42.074;-30.024
-38.622;-42.024;-30.074
-38.638;-42.031;-30.030
-38.455;-42.202;-30.201
-38.408;-42.261;-30.211
-38.410;-42.209;-30.261
-38.418;-42.223;-30.223
-38.501;-42.301;-30.032
-38.556;-42.208;-30.005
-38.510;-42.256;-30.061
-38.509;-42.267;-30.015
-38.512;-42.215;-30.068
-38.526;-42.226;-30.026
-38.405;-42.307;-30.163
-38.456;-42.264;-30.116
-38.458;-42.214;-30.165
-38.470;-42.223;-30.123
-38.417;-42.271;-30.173
-38.431;-42.276;-30.128
-38.435;-42.229;-30.178
-38.442;-42.242;-30.140
-38.468;-42.272;-30.073
-38.484;-42.278;-30.030
-38.485;-42.231;-30.081
-38.494;-42.230;-30.043
-38.442;-42.289;-30.087
-38.507;-42.110;-30.208
-38.508;-42.010;-30.308
-38.551;-42.003;-30.254
-38.556;-42.013;-30.219
-38.507;-42.062;-30.260
-38.514;-42.071;-30.221
-38.518;-42.021;-30.272
-38.533;-42.029;-30.228
-38.451;-42.104;-30.307
-38.409;-42.162;-30.314
-38.410;-42.112;-30.363
-38.421;-42.124;-30.324
-38.456;-42.157;-30.255
-38.462;-42.166;-30.218
-38.460;-42.116;-30.267
-38.476;-42.127;-30.225
-38.419;-42.173;-30.274
-38.435;-42.179;-30.227
-38.437;-42.131;-30.282
-38.448;-42.135;-30.229
-38.455;-42.057;-30.361
-38.464;-42.069;-30.317
-38.464;-42.019;-30.367
-38.478;-42.027;-30.326
-38.437;-42.079;-30.332
-38.439;-42.032;-30.383
-38.439;-42.049;-30.341
-38.476;-42.078;-30.275
-38.489;-42.086;-30.231
-38.490;-42.038;-30.284
-38.441;-42.089;-30.290
-38.558;-42.105;-30.114
-38.505;-42.161;-30.156
-38.511;-42.167;-30.119
-38.513;-42.117;-30.168
-38.526;-42.127;-30.125
-38.558;-42.156;-30.054
-38.568;-42.169;-30.019
-38.568;-42.122;-30.071
-38.582;-42.128;-30.028
-38.527;-42.175;-30.075
-38.542;-42.182;-30.031
-38.540;-42.136;-30.083
-38.548;-42.146;-30.038
-38.555;-42.058;-30.167
-38.566;-42.070;-30.123
-38.570;-42.021;-30.171
-38.584;-42.030;-30.129
-38.529;-42.078;-30.176
-38.540;-42.084;-30.135
-38.542;-42.033;-30.187
-38.585;-42.077;-30.080
-38.592;-42.092;-30.039
-38.595;-42.038;-30.083
-38.471;-42.174;-30.175
-38.485;-42.181;-30.131
-38.490;-42.134;-30.179
-38.490;-42.137;-30.141
-38.443;-42.188;-30.188
-38.496;-42.188;-30.095
-38.498;-42.092;-30.186
